id	title	created	idea	author	votes	votes_for	votes_against	comment_count	link	errors
3821-4049	Group similar/same ideas on this site together, so we really know how people are voting	2009-05-28 00:00:00	This site is about ideas being shared and a determination of "most popular" (ie, getting the most votes). As I scrolled through 4-5 pages of ideas, I see many repeated ideas. For example I saw:<br /><br /> - 6 or 7 ideas aimed at legalizing marajuana<br /> - 4-5 about single payer health-care<br /> - several about ending torture (and using the correct word to descibe it... ie, "enhanced interrogation" vs "torture"<br /><br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>If we truely want transparency, let the most popular ideas be on top of the list!</div><br />	bikerack	29	29	0	1	http://opengov.ideascale.com/akira/dtd/3821-4049	
3822-4049	EFM Virtual Corps - State Department	2009-05-28 00:00:00	<br /><br />We have approximately 2,000 out of 9,000 family members who are currently working in over 217 missions worldwide. Majority if not all of them already have, at the minimum, a "Secret" level clearance. And yet, when they relocate to other posts, it is entirely possible that they won't find work there. The average cost to process a SECRET clearance has been reported to run from several hundred dollars to $3,000, depending on individual factors. The average cost to process a TOP SECRET clearance is between $3,000 and about $15,000, depending on individual factors. Given that most FS folks spend majority of their lives overseas, the $3,000 for a Secret clearance process for EFMs would be way too low. But let's assume that all the EFMs currently working only have a Secret level clearance - at $3,000 each that's still 6Million USD right there. Even if only 500 of them lost their jobs due to regular reassignment, that's 1.5M USD that's not put to effective use.<br /><br />So here's the idea - why can't we create an EFM Virtual Corps? The EFMs who are already in the system could be assigned a specialization based on prior work experience within the US Mission. When not employed at post, their names could be added to the EFM Virtual Corps, a resource for other posts who require virtual supplementary or temporary/ongoing support online. Their email and Intranet logon should be enabled to facilitate communication while they are on a float assignment and their reporting authority should be a straight line to a central coordinator at Main State and a dotted line to the Management Counselor at post. The technology is already available, we just need organizational will and some, to make this work. (idea source from diplopundit)<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Let's assume that all the EFMs currently working only have a Secret level clearance - at $3,000 each that's still 6Million USD right there. Even if only 500 of them lost their jobs due to regular reassignment, that's 1.5M USD that's not put to effective use.</div><br />	Advocate	3	4	1	0	http://opengov.ideascale.com/akira/dtd/3822-4049	
3823-4049	Language Specialist Corps - State Department	2009-05-28 00:00:00	A GAO Report on Foreign Languages: Human Capital Approach Needed to Correct Staffing and Proficiency Shortfalls indicates that personnel with foreign language skills are needed in a range of federal agency programs and missions. It states in part:<br /><br /> "In light of the attacks on the World Trade Center and the Pentagon, the importance of foreign language skills will increase as the United States expands its efforts to counter terrorist activities. The federal agencies we reviewed face shortages of translators and interpreters, as well as staff with other foreign language skills. These shortages strain agency operations that depend in part on language-skilled employees to meet increasingly complex missions. Agencies have pursued strategies such as training, targeted recruitment efforts, and contracting to fill documented skill gaps. However, these strategies have not been completely effective in closing those gaps."<br /><br />The State Department has an available pool of native language speakers within our ranks, but as usual, we did not see it fit to factor them in our strategic human capital planning. We have shortages of translators and interpreters in the Federal Government, why can't we put to use FS family members and partners with native foreign language proficiency? How many foreign born spouses do we have? How many native born spouses do we have who have already availed themselves of language training at FSI? More than I could count. Test them at FSI, keep them on the roster and reward them hiring points for keeping/improving language capabilities, put them on call as translators and foreign language specialist as needed by the Government. With a Language Specialist Corps composed of native speakers from the Foreign Service community, we would not only be filling up a documented skills gap in the Federal Government, we would also give our family members another option at creating a portable career at home and abroad. (Source: Diplopundit)<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Although the US Army make use of external resources including contracting staff as needed, recruiting native or U.S.-trained language speakers; or drawing on the expertise of other agency staff, reservists, or retirees, the State Department does not target native speakers, nor use external resources, because it does not believe that language proficiency is the primary criterion for selecting Foreign Service officers. However, we're talking about shortages not just within the FS but across other Federal agencies with foreign language requirement.</div><br />	Advocate	6	9	3	1	http://opengov.ideascale.com/akira/dtd/3823-4049	
3824-4049	End Violence in Iraq & Withdraw U.S. Armed Forces in a Peaceful, Just and Timely Manner 	2009-05-28 00:00:00	Refine and execute Proposed Plan to End Violence in Iraq & Withdraw U.S. Armed Forces in a Peaceful, Just and Timely Manner [PDF] http://www.wethepeoplenow.org/proposed_plan_iraq.pdf<br /><br />This plan, a composite of H.R.,1234, H.R. 508, other resolutions, relevant books, does not call for a precipitous withdrawal nor does it call for a prolonged presence of any U.S. Armed Forces. It calls for the United States to, among other things:<br /><br /> 1. Sincerely apologize to the Iraqis for the economic sanctions, invasion, devastation, occupation, deaths, maiming, abuse and torture of Iraqis, the damage and destruction of Iraqi mosques, homes, facilities, historical treasures, etc., the attempted theft of Iraqi oil and oil profits, etc.<br /> 2. Order an immediate unilateral cease fire and halt all offensive and clandestine operations by coalition forces, the CIA, U.S. paid mercenaries, etc. Call on all factions in Iraq to please do the same.<br /> 3. Immediately return sovereignty, the control of all oil reserves and other resources to the people of Iraq, make amends, make restitution, reparations, and condolence payments for all the physical and emotional damages to Iraqi's and their country, treat Iraqi's as equals, by respecting the fundamental rights of Iraqis, etc.<br /> 4. Order an immediate withdrawal of CIA operatives and U.S. paid mercenaries<br /> 5. Move aircraft carriers, other surface combatants and submarines, if any, out of the Persian Gulf and out of the sight of land.<br /> 6. Commence massive humanitarian and resettlement aid effort to insure that all the people of Iraq have access to food, water, shelter, health care, etc.<br /> 7. In coordination with the Iraq government, request that the United Nations prepare and deploy an appropriate international peace-keeping mission from neutral nations with at least 50 percent of the mission to be from nations with large Muslim populations.<br /> 8. Immediately release all "security detainees" who have not been charged with a crime and pay them restitution if their confinement has been wrongful and unlawful and/or if they have been abused or tortured.<br /> 9. In coordination with the Iraq government, the United Nations, the Arab League and the Organization of the Islamic Conference, and all the countries and factions in the area to encourage, support and participate in, but not attempt to control, comprehensive and broadly-inclusive negotiations on peace, reconciliation and all other relevant issues.<br /> 10. As the UN peace-keeping mission government assistance teams are phased in, conduct a timely phased withdrawal of all United States Armed Forces personnel and civilian military contractors from Iraq<br /> 11. Permanently close all U.S. military bases and facilities in Iraq and transfer them along with vehicles and equipment to the Iraqi police and/or international peace-keeping mission.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>The use of force in Iraq and occupation of Iraq is illegal under U.S. and international law. The occupation has and is causing the wrongful and unlawful deaths of hundreds of thousand of citizens, has displaced over 4 million Iraqi's, is poisoning the Iraq environment, allowing foreign corporations to steal the resources of Iraq and impoverishing the people of Iraq. </div><br />	dfpa	5	17	12	0	http://opengov.ideascale.com/akira/dtd/3824-4049	
3825-4049	Human Readable Bills	2009-05-28 00:00:00	Require bills passed by Congress to have "human readable versions" accessible as part of the congressional record that outline all effects and intentions of the bill in simple, easily-understandable language. Tag statements with links to the provisions in the bill that supposedly match the statements.<br /><br />For example, creative commons (creativecommons.org) maintains two versions of each of their license. One that describes basically the intent of the license (one page long) and one that describes the license in legalese.<br /><br />Another way to think of this may be cliff notes.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>When's the last time that you read a bill? The size and complexity of them essentially isolates them to only those who care enough to spend their hard-earned time.</div><br />	lloydthomps	31	33	2	0	http://opengov.ideascale.com/akira/dtd/3825-4049	
3826-4049	Functional Fellowship for EFMs - State Department	2009-05-28 00:00:00	<br /><br />Most jobs (including State's specialist requirements) require candidates to have the skills and specialized experience of at least three years. Given that family members move every 2-3 years, and have no control over what jobs becomes available at any given post, an FS spouse would have to be extremely lucky if he/she can have that three years experience in one specific field in a span of three overseas assignments (6-9 years). In reality, that almost never happens because most spouses take whatever job becomes available -mail clerk, security escort, roving secretary, CLO, newsletter editor, visa clerk, fingerprint clerk, etc. etc. - all the fun jobs at the embassy.<br /><br />The Functional Fellowships would allow spouses/partners who have the educational background but lacking specific work experience, to work at our US Missions in order to gain specialized experience in a progressive manner. At the conclusion of the fellowship, he/she should have the option of applying for the specialist vacancy relevant to his/her experience. For this to work, the fellowships must be based on educational qualifications, past performance, and potential and must be centrally funded. The State leadership's full support on this and commitment on the increase of tandem couples in our ranks is crucial to the success of this initiative. (Source: Diplopundit)<br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>Over 60% of diplomatic spouses are unemployed. Entering FSOs may be able to take one or two "deployments" with the spouse staying at home, however, for the long run, such an arrangement may turn out to be untenable which may lead to attrition from the Service. From an economic standpoint, giving up the career of one of the family members is a costly decision. </div><br />	Advocate	3	5	2	0	http://opengov.ideascale.com/akira/dtd/3826-4049	
3827-4049	Chain Saws and Scalpels	2009-05-28 00:00:00	An all too common practice both in the Federal government and the commercial sector when faced with shrinking budgets is to simply make across the board cuts. In other words, we take out our chain saw and just reduce funding for all programs by the same percent. If we were to ask ourselves if all programs as equally important to the organization, I propose that 9 out of 10 of us would answer "No". So why do we continue to use our chain saws? The answer is that it's easier and avoids political battles.<br /><br />While certainly easier, the chain saw method is likely to produce inferior results to the scalpel method. With the scalpel method we consider the benefit of a given program relative to other programs along with the funds required to achieve the benefit. In doing so we will likely find that some programs should be cut even more significantly, others not cut at all and even some should receive increased funding. <br /><br />So this all sounds good, but how do we handle the associated politics and use our scalpels efficiently? There are approaches that enable organizations to efficiently reach their priorities, gain buy-in among stakeholders and selectively allocate their funds. Organizations such as NASA and the Bureau of Land Management are such organizations and they are beginning to reap the rewards. <br /><br />I'd imagine that any of us who plan to have surgery would much rather see our surgeon pull out a scalpel than a chainsaw. Let's give our budgeting the same care.<br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>As Federal organizations face increasing requirements for accountability around how they allocate their funds, using more effective budgeting approaches will make it much easier to justify their funding decisions.</div><br />	rdougherty	10	12	2	0	http://opengov.ideascale.com/akira/dtd/3827-4049	
3830-4049	define national security and how it relates to public interest	2009-05-28 00:00:00	i appreciate our armed forces for protecting me for so many years but for the life of me i dont understand what we are being protected from nowdays in todays climate,creating openness and transparancy to me does not say lets build fences to keep people out it means lets build bridges so that people have a better sence of how flow can change socity ,keeping that flow going is difficult but essential , so to break terms up and clarify meanings so that people can apply this to there lives and be more prosperous, missmanangement of monies to areas that are so out of control need more address, roles need to be clarified ,more action needs to happen in areas that people are confused about and i believe we spend to much monies on defining out national interest , and not enough of it is directed at improving our common ground as a race of people who strive for peace proserity and happiness!!!!!<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>to better understand why we have so much to defend that is so uncommon to the rest of the world, to educate myself</div><br />	christoff eddleman	12	14	2	1	http://opengov.ideascale.com/akira/dtd/3830-4049	
3832-4049	A different way of looking at Afghanistan, that does not demonize the Taliban	2009-05-28 00:00:00	The June, 2002, National Assembly (Loya Jirga) held in Afghanistan to select the head of state was rigged by the Bush administration, forcing the former king, who had majority support among the delegates, to withdraw from consideration*. This shows that the "Bush freedom agenda" was basically a sham--a political gimmick, a phony; and that Karzai is a U.S. puppet. Once he was installed, the subsequent elections, held without established political parties, were little more than a rubber stamp. <br /> <br />However, many Americans think that the U.S. brought freedom to Afghanistan, and cling to the notion of Afghanistan as "the good war." The original U.S. sin behind the lack of legitimacy of the Karzai regime, although factually incontrovertible, has remained almost unnoticed. <br /> <br />The result is that blame for the situation tends to be placed on other factors, such as corruption and poor governance. Both are essentially a function of government weakness. But a puppet regime is weak virtually by definition. <br /> <br />The decision to sideline the king aggravated the disenfranchisement and oppression of the Pashtun tribes (the majority political element in Afghanistan) occasioned by U.S. support for the Northern Alliance and other warlords. Northern Afghanistan, for example, has been brutally ethnic-cleansed of Pashtuns since 2001--another fact that has remained almost completely unreported.<br /> <br />But as Vartan Gregorian, the great historian of modern Afghanistan, warned in 2001, "Pashtuns won't easily relinquish two centuries of memory and power. Without a major Pashtun role in the future of Afghanistan, there will be no viable peace." Gregorian also noted that the king was welcome, but not as a U.S. puppet. <br /> <br />It is sufficient to take a look at a map of the insurgency to see that it is practically the same as an ethnic map of Pashtun areas (including the Pashtun areas of Pakistan). <br /> <br />This is why throwing more military forces into the cauldron, and killing more Pashtuns, is not the best solution--and it is hardly a freedom and self-determination solution. It will perpetuate and, indeed, exacerbate a disastrous internal contradiction in U.S. policy. <br /> <br />As for tribal militias, so-called "Arbakai"--villagers armed with rifles--are not much to keep the Taliban at bay. Large scale, heavily armed and lavishly financed militias, like the Uzbeg militia led by the infamous General Dostam, were organized by the Soviets before their pullout in 1989, and proved effective in staving off the collapse of the Soviet-supported regime--until they turned against it. <br /> <br />What is needed is not handing out wads of cash, but a political solution based on reconciliation with the Pashtun tribes. In the words of a British colonial statesman, "An Afghan ruler rules only by the goodwill of the most powerful Afghan tribes" (Sir Olaf Caroe). <br /> <br />It is the fundamental compact of allegiance between the tribes and the central government that needs to be reestablished. Such a compact is not a pipe dream, but something that actually existed as the historical basis of the Afghan state, and which, under the monarchy, afforded Afghanistan generations of progress and peace. <br /> <br />In fact, bribing tribal leaders is utterly incompatible with a genuine political process, just as bribing voters is incompatible with a democratic election. And if the bribing is done by foreigners, the affront is even worse, and the bribes are not likely to work, except on a very short-term basis.<br /> <br />Strange and anachronistic as it may seem, even at this late date the royal family are probably the only ones who can hope to do it--although not necessarily any of the king's sons, and within a republican, not a monarchical framework. The political capital accumulated by the Musahiban in the last century still hasn't dissipated, nor been appropriated by anyone else, least of all poor Hamid Karzai. <br /> <br />The most suitable forum is likely to be a new Loya Jirga, hopefully to be convened by the end of the current presidential term. To have a chance of success, any arrangement will require a fundamental rebalancing of power away from the non-Pashtun actors who have dominated the scene since 2001. <br /> <br />Those actors will resist, if given a chance: and it is precisely by deterring and preventing such resistances that the American military will find more fruitful employment than in savaging the tribes. <br /> <br />However, now that both the old king and his senior cousin, General Abdul Wali, are no longer around, everything will be harder, and the prospects more uncertain.<br /> <br />___________________________________________________<br /> <br />* http://query.nytimes.com/gst/fullpage.html?res=9F06E1DF123CF937A25755C0A9649C8B63&sec;=&spon;=&pagewanted;=all , retrieved on Feb. 9, 2009. See also "Heavy Hand of US Sparks Anger in Kabul" <br />by Mark MacKinnon, <br />http://www.globalpolicy.org/security/issues/afghan/2002/0611us.htm , and three articles by Lyse Doucet, April 28-June 9-June 16, 2002: <br />http://news.bbc.co.uk/2/hi/south_asia/1953726.stm <br />http://news.bbc.co.uk/2/hi/south_asia/2035508.stm <br />http://news.bbc.co.uk/2/hi/programmes/from_our_own_correspondent/2048303.stm <br /> <br />Carlo Cristofori was Secretary of the International Committee for Solidarity with the Afghan Resistance, set up by members of the European Parliament following the Soviet invasion of Afghanistan in 1979. In that capacity, he worked closely with a number of Afghan resistance organizations, becoming personally familiar with many Afghan political figures. He has analyzed Afghan politics for thirty years. <br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>The Taliban started as a geuine popular movement to clean up the mess caused in Afghanistan by Pakistan's meddling. The latter country then succeeded in forming an alliance with the Taliban movement, supporting them and using them for its own purposes, ultimately resulting in the Al Qaeda attacks (not that Pakistan planned them; their Arab fundamentalist allies stole a march on them). It is the fanatical Islamist elements (like Hekmatyar, rumored to be in talks with Holbrooke) that must be ruthlessly opposed; and it is the TRIBAL component of the Taliban movement that instead must be engaged politically, and met more than half way. In other words, the present policy is a recipe for unmitigated confrontation with the Pashtun tribes, which will have to be abandoned to arrive at a political reconciliation with them--or else, either the Afghan tribes will have to be brutally broken (which may well prove beyond the degree of cruelty and savagery that the US government will be politically able to exercise, hopefully) or the present Obama policy will fail, probably breaking his presidency and leaving the region an even worse mess.</div><br />	cristcaster	-5	8	13	1	http://opengov.ideascale.com/akira/dtd/3832-4049	
3833-4049	Open Government Costs	2009-05-28 00:00:00	While I work for a Federal micro-agency, this is a personal and not and Agency Opinion. The time and paperwork burden of complying with Federal record-keeping and reporting requirements often far exceeds any benefit to "Open Government" as a principle or to taxpayers. Unless there is a genuine effort to fairly evaluate costs of Open Government initiatives the consequence will soon be a government that reports everything and does nothing.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Because the "Open Government" approach is often disconnected from reality and disconnected from the costs involved.</div><br />	laruzow	9	14	5	2	http://opengov.ideascale.com/akira/dtd/3833-4049	
3834-4049	hold people accountible for missmanagement of monies in our government	2009-05-28 00:00:00	if your a conservative liberal or democrat we all know we have huge debt problems to deal with, perhaps by posting proposed ways to decreace our debt expenitures give people more access to there money and how it is spent,holding forums, generating ideas creating better enviroments for learning about these things, more interaction and less spending on areas that generate nothing but a bigger shortfall in the long run, id like to see no debt from my government because by projecting this spend spend spend image says to much about us as a nation, my experience is nobody really cares untill we are in a crisis.....perhaps we should revaluate what we are doing and why we are doing it?<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>to give people a way to trust the government and spend the money that we earn as working americans</div><br />	christoff eddleman	16	19	3	0	http://opengov.ideascale.com/akira/dtd/3834-4049	
3836-4049	Green Initiative	2009-05-28 00:00:00	A government initiative to begin wind and solar energy funded by the sale of stock on the exchange. Stock ownership is limited to individuals with a max of 100 shares per person. Energy produced would be sold into the grid at a cost 10% below fossil fuels. Profits would be reinvested except for a dividend of no more than 15% annualy paid to the stockholders.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>It helps fund new energy and puts energy ownership into the American people's hands. It challenges oil companies to lower prices. Only those interested would be financially involved.</div><br />	newmane2	3	15	12	0	http://opengov.ideascale.com/akira/dtd/3836-4049	
3838-4049	take corporation chartering to federal level - reform governance of corporations	2009-05-28 00:00:00	States by virtue of natural jurisdiction and resources cannot regulate these amoral monsters. The Federal government must take up all corporation chartering providing for reform of their governance and regulation with (1) only natural persons who directly own shares can vote for directors (no voting by any intermediaries or "fund managers" whatever they might be called (2) require (a) one employee director freely elected by secret ballot, such election implemented and decided by NLRB, and (b) one public director appointed by the government; the costs for any such elections and appointments and subsequent salaries and other expenses of these directors to be an obligation of the corporation, and with provision that these two directors have access to any and all information of the firm and no decision of any directors shall be lawful without attendance and participation of the these two directors. Any combined "no vote" of the public and employee directors shall constitute a veto and invalidate the decision, the votes of other directors notwithstanding. (3) Corporations may be sued but have no right to sue except for breach of contract, any such suit shall be first submitted to a United States district attorney for agreement, and if he believes there are grounds for such suit, the district attorney will appoint an attorney to represent the corporation. Any expenses for such decision, appointment, and subsequent counsel to be born by the corporation.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>The abnormal condition of lawfully treating corporations as "natural persons" must end. Treated as natural persons, corporations have taken away the rights of true citizens by virtue of their extra-territoriality and resources for extensive lobbying and litigation. When corporations have rights as though they were citizens, real people have no rights.</div><br />	r_heidlage	4	12	8	0	http://opengov.ideascale.com/akira/dtd/3838-4049	
3839-4049	Hiring and Promotion Practices 	2009-05-28 00:00:00	Hiring practices at our federal agencies need to be open and transparent. Cronyism should have known place in hiring and promotion practices particularly in U.S. regulatory agencies especially those that do science based worked that affects the health and safety of the public. We need to get rid of direct hire practices or make them open for all to see. Everyone should be able to see who applicants are/were and how they compared to one another. Individuals should not be hired on the basis of degree alone; several years of experience should carry the same weight as an advanced degree. The government should also not be hiring individuals with little or no experience at close to and including six figure salaries. Especially when there are other qualified applicants that are capable and willing to do the same job starting at lower salaries. There needs to be some type of exposure of the hiring practices in the federal government especially at our regulatory agencies to discourage and/or eliminate the favoritism and cronyism in both hiring and promotion practices.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>This idea is important because it assures that the best, brightest, and most dedicated employees are being hired and promoted in the federal government. It gets the U.S. tax payers the most bang for our buck. It keeps government integrity and the state of employee morale high. </div><br />	anthonynteu	6	9	3	2	http://opengov.ideascale.com/akira/dtd/3839-4049	
3841-4049	project the policy impact onto specific congressional districts	2009-05-28 00:00:00	<br /><br /><br />Consider a change in tax policy that lowers the tax rate on those making under $250,000 and raises it on those making over $250,000. We should be able to show in a given congressional district how many citizens benefited from this change and how many were negatively impacted. If we then combine this information with the Congressman's voting record, we can help citizens assess the impact of their Congressman's vote. <br /><br />Similar analysis could be made for a wide range of funding decisions.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>This information will help citizens hold their legislators more accountable by highlighting those instances when partisan interests are being put ahead of constituents' interests.</div><br />	ben	11	12	1	0	http://opengov.ideascale.com/akira/dtd/3841-4049	
3842-4049	Objective Rather Then Subjective Performance Appraisals	2009-05-28 00:00:00	The performance appraisal systems at many of our government agencies including HHS have been a failure for far too long. In their current structure they do not ensure that ratings are in line with actual performance and they are highly subjective rather then objective allowing for varied interpretations and abuse by managers who want to play favorites and not look at the work that has actually been achieved. Written performance measures should be established at all levels for all elements and at one level above and one level below the fully successful level. If this is done managers and employees will all know what is expected of them and how to achieve the desired rating. Due to the funding issues associated with the awards structure related to many performance appraisal systems they have become quota driven system that often ignores performance instead of rewarding it.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>This idea is important because the performance appraisal systems in our goverment are the backbone to motivating employees to strive beyond just the mediocre and push to achieve the highest level possible when they see that is an achievable goal and is within their reach. </div><br />	anthonynteu	18	19	1	0	http://opengov.ideascale.com/akira/dtd/3842-4049	
3843-4049	Military Families -- both active duty and reserves and national guard troops	2009-05-28 00:00:00	I am a veteran and a woman. I loved my job during active duty for over the eight years I served in the Army. I scoffed at the idea during my initial training in Fort Lee, VA., when told by a female cadre, that if I wanted to make the military a career -- never have children. I was married and we did not have children until 8 years into my supply logistics career. I reluctantly left the service when little support was available for adequate childcare in my overseas assignment. I was stationed in Weisbaden, Germany at the time. My command did their best to ease the adjustment of motherhood and soldiering. I was an E-5(P) supply sergeant for 142d S&S; Bn, 29th S&S; Co. However, the undercurrent and common attitude held at that time was that if "Uncle Sam" wanted a soldier to have a family, it would have been issued to you.<br /><br />I could not put the quality of life of my daughter above my choice to be a soldier. However, it was a difficult choice and one I struggled with. There has to be better system in place. I was on track for BNOC and then to be assigned as a Drill Sergeant, when I became pregnant and that had to be cancelled. <br /><br />Why accept females in the military if not all aspects of their needs can be met? I understand that defending our country is paramount and being ready at a momentâ&euro;&trade;s notice to move-out is necessary. I had no problems with that. I have a problem with non-existent childcare providers, especially if both parents work or are on active duty. <br /><br />My spouse had power of attorney if I had been sent into a combat theater. That was not the problem. The problem I discovered is performing the day-to-day operations in garrison while training for upcoming missions. There has to be a better way to evaluate how to support military families if those families are to accompany active duty military members on assignments not in a combat arena.<br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>Women need more choices and a better system to meet the needs of all dependent family members. Getting out when becoming a mother is not the answer</div><br />	lorrainegardephe	9	12	3	0	http://opengov.ideascale.com/akira/dtd/3843-4049	
3844-4049	Revoke Government Benefits for Public Servants that abuse the Public Trust 	2009-05-28 00:00:00	The problem with our Federal Government today is we can no longer trust our representatives to act responsibly with accountability regardless of party affiliation. My proposal would be to revoke any and all future government benefits for public representatives that are found guilty in court of law for accepting bribes and / or quid pro quo arrangements that are struck for personal gain. We currently do this in many other sectors of employ such as law enforcement and military service. I see no reason why elected officials should be treated any differently.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>The law would act as an incentive to serve the public interest versus personal gain.</div><br />	dos_centavos	38	39	1	1	http://opengov.ideascale.com/akira/dtd/3844-4049	
3845-4049	Reporting Budgeting Abuse 	2009-05-28 00:00:00	Create a mechanism by which federal employees can ANANOMOUSLY and openly report waste, fraud, and abuse of government funds at each agency. Employees in the federal government often know best where the skeletons are buried or which closet they are hidden in but fear, intimidation, and retaliation are alive and well today in many federal agencies so employees will not speak up because they know they will all of a sudden be given a bad performance evaluation, or not get a bonus at the end of the year or possibly even be terminated or transferred against their will. We could save millions of dollars if employees could feel free to identify areas of waste, fraud and abuse without being retaliated against.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>This idea is important because it could save the tax payers money that is currently being wasted on things that do not provide any added value to government agencies. </div><br />	anthonynteu	27	27	0	1	http://opengov.ideascale.com/akira/dtd/3845-4049	
3846-4049	Post Voting System Electronic Audit Logs online in every jurisdiction	2009-05-28 00:00:00	Electronic voting systems--both the optical scan systems that count paper ballots and the direct recording electronic (DRE) "touchscreen" voting systems--produce about a dozen different "audit logs" after each election. It is difficult (sometimes impossible) and expensive for citizens to try to obtain these logs, even though they are public records. The logs can reveal procedural problems, problems with the machines themselves, and fraud. Currently, the more an elections administrator has to hide, the harder it is to obtain these records. Our non-profit, nonpartisan, election watchdog organization has spent thousands of dollars trying to obtain these audit logs from Florida counties. Some counties are cooperative, but in some cases we are still waiting for records as far back as the 2004 election, or have been told they are "lost," "the hard drive failed," "the logs are not in human readable form," and other suspect reasons for not producing the most basic information about the conduct of an election. It would be very simple for elections offices to post these logs on the website of each county's election department immediately following every election -- it is simply an electronic transfer of these records. In fact, there is no good reason NOT to post these logs except to cover up machine malfunctions, incompetence, malfeasance, or some other problem. The "poll tapes" (results tapes) from each machine should also be posted. These tapes are supposed to be public information, but in some places such as Pima County, Arizona, citizens have been told that these results tapes are "secret." The poll tapes can be a vital check on election results and should never be secret. Requiring them to be posted online would allow every citizen to look at his/her own precinct and would help to ensure the accuracy and integrity of the election.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>The immediate posting of all electronic audit logs from an election would go a long way towards cutting down on election violations by election "insiders" (i.e. election administrators). As things stand now, our elections are an "inside job" from the certification of the voting machines through the certification of the election, with little or no oversight and no system of checks and balances in place. The public posting of election audit logs and poll tapes IMMEDIATELY AFTER EVERY ELECTION is an important step in providing checks and balances in the administration of elections. Citizens should not have to spend hundreds or thousands of dollars to obtain the very records that are a vital component in ensuring whether an election was accurate and properly administered.</div><br />	susanpynchon	32	32	0	2	http://opengov.ideascale.com/akira/dtd/3846-4049	
3847-4049	"How Would You Fix the Economy?"	2009-05-28 00:00:00	<br /><br /> <br />This is from an article in the St. Petersburg Times Newspaper on Sunday.<br /><br />The Business Section asked readers for ideas on "How Would You Fix the Economy?"<br /><br />I think this guy nailed it!<br /><br /><br /><br />Dear Mr. President:<br /><br />Please find below my suggestion for fixing America's economy..<br /><br />Instead of giving billions of dollars to companies that will<br />squander the money on lavish parties and unearned bonuses, use the<br />following plan.<br /><br />You can call it the Patriotic Retirement Plan:<br /><br />There are about 40 million people over 50 in the work force.<br />Pay them $1 million apiece severance for early retirement with the<br />following stipulations:<br /><br /><br /><br />1) They MUST retire. Forty million job openings -<br /><br />Unemployment fixed.<br /><br />2) They MUST buy a new American CAR. Forty million cars ordered-<br /><br />Auto Industry fixed.<br /><br />3) They MUST either buy a house or pay off their mortgage -<br /><br />Housing Crisis fixed.<br /><br /><br />It can't get any easier than that!<br /><br />If more money is needed, have all members of Congress and their<br />constituents pay their taxes...<br /><br /> <br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>Sound like a good plan to be looked into.</div><br />	kaykaycol	5	18	13	3	http://opengov.ideascale.com/akira/dtd/3847-4049	
3850-4049	Start global coalition for Green-Business 	2009-05-28 00:00:00	<br /><br />The economic culture manifested by lobbyists, narrow profit seeker, and hopefully soon the arms industry is ending. <br />New culture for healing the earth and human is emerging. One measure to support the transformation of our social-economic system could be to build strong global platform for green-business. <br />Green business is not only about organic food, it is also about social equity, sustainable sophistication, Ecological Stewardship, EconomicVitality ..<br />Check: http://www.conservationeconomy.net/pattern_map/noflash/index.html<br /><br />I am going to do this for Palestine http://ow.ly/9SXa<br />I hope the same will happen soon worldwide. <br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>When the green-business communities share resources and common R&D; centers over one ICT network the harmony with our ecological system will increase, so that we our-self will function effectively in our cultural diversity as human Ecosystem. It is new quality in our human history, which need to be supported.<br /><br />This coalition or network will balance the production in rural areas of developing countries so that that they prosper and become productive according to healthy standards. Hunger and poverty will become history. Other element for world peace. It will twine many forces are willing to support each-other using economy!</div><br />	wael.alsaad	-6	8	14	0	http://opengov.ideascale.com/akira/dtd/3850-4049	
